2020_total_ingu,2020_man_ingu,2020_woman_ingu,2019_total_ingu,2019_man_ingu,2019_woman_ingu,2018_total_ingu,2018_man_ingu,2018_woman_ingu,create_sido,cityCode,citySidoName_y,citySggName_y
20455,11641,8814,20566,11678,8888,21036,11928,9108,인천광역시_옹진군,,,
102897,50810,52087,98585,48799,49786,94475,46902,47573,광주광역시_동구,W1O,광주광역시,동구
296576,145374,151202,300975,147671,153304,304172,149540,154632,광주광역시_서구,W1P,광주광역시,서구
214579,103257,111322,218060,105027,113033,216369,104337,112032,광주광역시_남구,W1Q,광주광역시,남구
430431,213611,216820,433533,215260,218273,439773,218323,221450,광주광역시_북구,W1R,광주광역시,북구
405579,204296,201283,405315,203983,201332,404547,203479,201068,광주광역시_광산구,W1S,광주광역시,광산구
223021,112416,110605,226771,114447,112324,229071,115735,113336,대전광역시_동구,W1T,대전광역시,동구
235550,116233,119317,240473,118864,121609,244421,121056,123365,대전광역시_중구,W1U,대전광역시,중구
477880,235112,242768,481222,236851,244371,484663,238678,245985,대전광역시_서구,W1V,대전광역시,서구
351047,177240,173807,349373,176415,172958,349790,176412,173378,대전광역시_유성구,W1W,대전광역시,유성구
176384,89698,86686,177031,90030,87001,181991,92457,89534,대전광역시_대덕구,W1X,대전광역시,대덕구
217595,110201,107394,223581,113526,110055,231973,117934,114039,울산광역시_중구,W1Y,울산광역시,중구
320064,163198,156866,323819,165062,158757,330732,168494,162238,울산광역시_남구,W1Z,울산광역시,남구
156806,81999,74807,159656,83391,76265,164642,86127,78515,울산광역시_동구,W20,울산광역시,동구
219014,113392,105622,217796,112588,105208,206434,106750,99684,울산광역시_북구,W21,울산광역시,북구
222538,114918,107620,223167,115145,108022,221842,114514,107328,울산광역시_울주군,W22,울산광역시,울주군
355831,177568,178263,340575,169845,170730,314126,156831,157295,세종특별자치시_세종시,,,
1186078,597076,589002,1194465,601410,593055,1201166,604918,596248,경기도_수원시,,,
273661,137807,135854,278377,140218,138159,286433,144163,142270,경기도_장안구,,,
368645,186050,182595,371754,187627,184127,377647,190493,187154,경기도_권선구,,,
174930,88180,86750,175866,88523,87343,180974,91091,89883,경기도_팔달구,,,
368842,185039,183803,368468,185042,183426,356112,179171,176941,경기도_영통구,,,
940064,465407,474657,942724,466644,476080,954347,472506,481841,경기도_성남시,,,
241701,122204,119497,234678,118631,116047,234133,118563,115570,경기도_수정구,,,
216131,109444,106687,220041,111444,108597,224885,113912,110973,경기도_중원구,,,
482232,233759,248473,488005,236569,251436,495329,240031,255298,경기도_분당구,,,
461710,227342,234368,451868,222590,229278,447026,220360,226666,경기도_의정부시,W2A,경기도,의정부시
550027,271936,278091,567044,280652,286392,576831,285816,291015,경기도_안양시,W2B,경기도,안양시
239413,119864,119549,244235,122326,121909,251512,126059,125453,경기도_만안구,,,
310614,152072,158542,322809,158326,164483,325319,159757,165562,경기도_동안구,,,
818383,406023,412360,829996,412500,417496,843768,420179,423589,경기도_부천시,W2D,경기도,부천시
298599,147278,151321,316552,156405,160147,326841,161734,165107,경기도_광명시,W2G,경기도,광명시
537307,277617,259690,513027,264012,249015,495642,254336,241306,경기도_평택시,W2H,경기도,평택시
94353,47038,47315,94768,47308,47460,96226,47988,48238,경기도_동두천시,W2I,경기도,동두천시
654915,335804,319111,650918,333766,317152,660343,338701,321642,경기도_안산시,,,
351888,179452,172436,344613,175789,168824,356311,181742,174569,경기도_상록구,,,
303027,156352,146675,306305,157977,148328,304032,156959,147073,경기도_단원구,,,
1079216,528480,550736,1066351,522749,543602,1044189,512359,531830,경기도_고양시,W2L,경기도,고양시
476962,235773,241189,466157,230858,235299,450449,223323,227126,경기도_덕양구,,,
299716,145874,153842,297671,144991,152680,296223,144394,151829,경기도_일산동구,,,
302538,146833,155705,302523,146900,155623,297517,144642,152875,경기도_일산서구,,,
63231,31068,32163,58289,28638,29651,58142,28423,29719,경기도_과천시,W2P,경기도,과천시
197454,97939,99515,199265,98968,100297,203553,101084,102469,경기도_구리시,W2Q,경기도,구리시
713321,355197,358124,701830,349664,352166,681828,340030,341798,경기도_남양주시,W2R,경기도,남양주시
229725,118785,110940,226379,116904,109475,220070,113237,106833,경기도_오산시,W2S,경기도,오산시
500895,261730,239165,473682,247804,225878,448687,234840,213847,경기도_시흥시,W2T,경기도,시흥시
273791,135834,137957,275852,136878,138974,276916,137536,139380,경기도_군포시,W2U,경기도,군포시
163795,81470,82325,161153,80353,80800,153932,76834,77098,경기도_의왕시,W2V,경기도,의왕시
293452,147424,146028,272455,136985,135470,254415,127865,126550,경기도_하남시,W2W,경기도,하남시
1074176,532847,541329,1059609,525946,533663,1035126,514127,520999,경기도_용인시,W2Y,경기도,용인시
257498,131974,125524,253896,130034,123862,249118,127616,121502,경기도_처인구,,,
440835,217663,223172,436679,215796,220883,427719,211619,216100,경기도_기흥구,,,
375843,183210,192633,369034,180116,188918,358289,174892,183397,경기도_수지구,,,
465617,236049,229568,454040,230461,223579,451848,229250,222598,경기도_파주시,W30,경기도,파주시
218388,112947,105441,215834,111244,104590,214206,109878,104328,경기도_이천시,W31,경기도,이천시
187012,96355,90657,183405,94227,89178,183579,94095,89484,경기도_안성시,W32,경기도,안성시
473970,237507,236463,437221,219552,217669,423170,212410,210760,경기도_김포시,W33,경기도,김포시
855248,443841,411407,815396,422470,392926,758722,392871,365851,경기도_화성시,W34,경기도,화성시
382054,195298,186756,372654,190774,181880,363782,186309,177473,경기도_광주시,W35,경기도,광주시
230359,116916,113443,222314,112775,109539,216951,109978,106973,경기도_양주시,W36,경기도,양주시
147274,77905,69369,148379,78231,70148,150676,79310,71366,경기도_포천시,W37,경기도,포천시
111897,56838,55059,111083,56427,54656,111525,56479,55046,경기도_여주시,W38,경기도,여주시
43516,22799,20717,43824,22962,20862,44633,23364,21269,경기도_연천군,,,
62377,32156,30221,62415,32042,30373,62918,32288,30630,경기도_가평군,,,
118810,59563,59247,116874,58654,58220,116095,58396,57699,경기도_양평군,,,
282765,139576,143189,281291,138700,142591,280640,138243,142397,강원도_춘천시,W3C,강원도,춘천시
354376,175939,178437,349215,173425,175790,344070,171048,173022,강원도_원주시,W3D,강원도,원주시
213321,105794,107527,213442,105893,107549,212957,105697,107260,강원도_강릉시,W3E,강원도,강릉시
90593,45991,44602,90522,45845,44677,91272,46212,45060,강원도_동해시,W3F,강원도,동해시
42719,21640,21079,43866,22168,21698,44858,22612,22246,강원도_태백시,W3G,강원도,태백시
82665,40965,41700,81786,40420,41366,81682,40248,41434,강원도_속초시,W3H,강원도,속초시
65243,33011,32232,67228,34038,33190,68326,34587,33739,강원도_삼척시,W3I,강원도,삼척시
69242,35663,33579,69150,35359,33791,69949,35671,34278,강원도_홍천군,W3J,강원도,홍천군
46472,23822,22650,46575,23785,22790,46726,23828,22898,강원도_횡성군,W3K,강원도,횡성군
38662,19986,18676,39127,20143,18984,39730,20493,19237,강원도_영월군,W3L,강원도,영월군
41681,21321,20360,42106,21550,20556,42610,21771,20839,강원도_평창군,,,
36870,19174,17696,37271,19360,17911,37700,19595,18105,강원도_정선군,W3N,강원도,정선군
44699,23216,21483,45584,23767,21817,46413,24408,22005,강원도_철원군,W3O,강원도,철원군
24857,13472,11385,24917,13495,11422,25084,13603,11481,강원도_화천군,,,
22278,11829,10449,22764,12082,10682,23408,12462,10946,강원도_양구군,W3Q,강원도,양구군
31694,17084,14610,31672,17143,14529,32136,17349,14787,강원도_인제군,,,
26757,13802,12955,27260,14114,13146,28144,14729,13415,강원도_고성군,W3S,강원도,고성군
27946,14220,13726,27726,14099,13627,27347,13900,13447,강원도_양양군,,,
844993,425848,419145,839566,422864,416702,837749,421774,415975,충청북도_청주시,W3U,충청북도,청주시
194720,96695,98025,203209,100853,102356,209404,104071,105333,충청북도_서원구,,,
194373,99715,94658,195868,100247,95621,197225,100694,96531,충청북도_청원구,,,
190034,94480,95554,178352,88765,89587,176818,88060,88758,충청북도_상당구,,,
265866,134958,130908,262137,132999,129138,254302,128949,125353,충청북도_흥덕구,,,
210186,106273,103913,210737,106569,104168,210504,106222,104282,충청북도_충주시,,,
133018,66705,66313,134617,67459,67158,135386,67792,67594,충청북도_제천시,,,
32412,16292,16120,32949,16531,16418,33680,16834,16846,충청북도_보은군,,,
50527,25489,25038,51023,25707,25316,51465,25911,25554,충청북도_옥천군,,,
47475,23624,23851,48738,24181,24557,49715,24663,25052,충청북도_영동군,,,
36807,19129,17678,37392,19350,18042,37317,19229,18088,충청북도_증평군,,,
83718,43836,39882,81084,42388,38696,78218,40839,37379,충청북도_진천군,W42,충청북도,진천군
39393,20225,19168,39163,20013,19150,39133,19924,19209,충청북도_괴산군,,,
93153,49388,43765,94982,50264,44718,95830,50546,45284,충청북도_음성군,W44,충청북도,음성군
29155,14782,14373,29756,15058,14698,30255,15237,15018,충청북도_단양군,,,
166249,88206,78043,167042,88299,78743,167770,88423,79347,충청남도_당진시,W4N,충청남도,당진시
658808,336221,322587,652258,332447,319811,646075,329079,316996,충청남도_천안시,,,
258009,130719,127290,259411,131586,127825,257978,130988,126990,충청남도_동남구,,,
400799,205502,195297,392847,200861,191986,388097,198091,190006,충청남도_서북구,,,
104545,52297,52248,106474,53343,53131,107581,53979,53602,충청남도_공주시,,,
100229,50807,49422,101114,51146,49968,101990,51580,50410,충청남도_보령시,,,
316129,164115,152014,314395,162694,151701,312822,161546,151276,충청남도_아산시,,,
175591,91399,84192,174690,90348,84342,174162,89793,84369,충청남도_서산시,W4C,충청남도,서산시
116675,58316,58359,118842,59406,59436,120230,60113,60117,충청남도_논산시,,,
42822,21343,21479,42971,21338,21633,43731,21674,22057,충청남도_계룡시,,,
51413,25928,25485,52257,26309,25948,53222,26836,26386,충청남도_금산군,,,
65354,32374,32980,66740,33049,33691,68078,33721,34357,충청남도_부여군,W4H,충청남도,부여군
51866,25614,26252,52805,26110,26695,53922,26620,27302,충청남도_서천군,,,
30948,15691,15257,31717,15997,15720,32296,16271,16025,충청남도_청양군,,,
100102,49796,50306,100423,49931,50492,101082,50244,50838,충청남도_홍성군,,,
78084,39156,38928,79238,39806,39432,80083,40171,39912,충청남도_예산군,,,
62214,31371,30843,62743,31715,31028,63238,31959,31279,충청남도_태안군,,,
657432,323542,333890,654394,322236,332158,651091,320576,330515,전라북도_전주시,,,
339718,165413,174305,338839,165180,173659,345065,168181,176884,전라북도_완산구,,,
317714,158129,159585,315555,157056,158499,306026,152395,153631,전라북도_덕진구,,,
267859,135332,132527,270131,136421,133710,272645,137897,134748,전라북도_군산시,W4Q,전라북도,군산시
282276,140573,141703,287771,143392,144379,294062,146494,147568,전라북도_익산시,W4R,전라북도,익산시
108508,53791,54717,110541,54736,55805,112169,55529,56640,전라북도_정읍시,W4S,전라북도,정읍시
80662,39560,41102,81441,39884,41557,82554,40508,42046,전라북도_남원시,,,
82450,40844,41606,83895,41624,42271,85331,42357,42974,전라북도_김제시,,,
91609,47077,44532,92220,47290,44930,94444,48457,45987,전라북도_완주군,,,
25394,12832,12562,25697,12966,12731,25963,13030,12933,전라북도_진안군,W4W,전라북도,진안군
24036,11959,12077,24303,12090,12213,24589,12209,12380,전라북도_무주군,,,
22085,11000,11085,22441,11165,11276,23221,11533,11688,전라북도_장수군,,,
27314,13966,13348,28902,14659,14243,30072,15288,14784,전라북도_임실군,W4Z,전라북도,임실군
27810,13520,14290,28382,13756,14626,29209,14156,15053,전라북도_순창군,W50,전라북도,순창군
54529,26964,27565,55504,27418,28086,57041,28215,28826,전라북도_고창군,W51,전라북도,고창군
52140,25914,26226,53295,26473,26822,54441,27048,27393,전라북도_부안군,W52,전라북도,부안군
224044,111578,112466,229861,114565,115296,232327,115729,116598,전라남도_목포시,W53,전라남도,목포시
280242,142995,137247,282786,143791,138995,283300,143802,139498,전라남도_여수시,W54,전라남도,여수시
282189,140772,141417,279598,139324,140274,279389,139114,140275,전라남도_순천시,W55,전라남도,순천시
115613,58194,57419,114664,57668,56996,113839,57274,56565,전라남도_나주시,W56,전라남도,나주시
151769,79144,72625,156750,81365,75385,156564,80972,75592,전라남도_광양시,W57,전라남도,광양시
46280,23502,22778,46535,23719,22816,46917,23683,23234,전라남도_담양군,,,
28039,13707,14332,28887,14114,14773,29624,14417,15207,전라남도_곡성군,W59,전라남도,곡성군
25719,12519,13200,26563,12924,13639,27117,13191,13926,전라남도_구례군,,,
63922,31051,32871,64913,31445,33468,65777,31783,33994,전라남도_고흥군,,,
40482,19719,20763,41420,20063,21357,42803,20725,22078,전라남도_보성군,,,
62522,30906,31616,62737,31061,31676,63933,31488,32445,전라남도_화순군,,,
37800,18381,19419,38563,18690,19873,39312,19085,20227,전라남도_장흥군,,,
34597,16715,17882,35286,16944,18342,36144,17350,18794,전라남도_강진군,,,
68806,33975,34831,70354,34642,35712,71901,35253,36648,전라남도_해남군,W5G,전라남도,해남군
53699,27595,26104,54593,28027,26566,54731,28118,26613,전라남도_영암군,,,
86132,43254,42878,81105,40659,40446,81991,41104,40887,전라남도_무안군,W5I,전라남도,무안군
32050,16062,15988,32861,16404,16457,33420,16642,16778,전라남도_함평군,W5J,전라남도,함평군
53099,26468,26631,53852,26828,27024,54127,27000,27127,전라남도_영광군,,,
44464,22781,21683,45739,23489,22250,45795,23205,22590,전라남도_장성군,,,
49916,25099,24817,50689,25457,25232,51477,25822,25655,전라남도_완도군,W5M,전라남도,완도군
31227,15429,15798,30715,15093,15622,31219,15328,15891,전라남도_진도군,,,
38938,20769,18169,40274,21402,18872,41263,21915,19348,전라남도_신안군,,,
502916,254222,248694,507025,256140,250885,510013,257789,252224,경상북도_포항시,W5P,경상북도,포항시
230422,118767,111655,235633,121261,114372,239400,123222,116178,경상북도_남구,,,
272494,135455,137039,271392,134879,136513,270613,134567,136046,경상북도_북구,,,
253502,126911,126591,255402,127928,127474,256864,128802,128062,경상북도_경주시,,,
140548,70525,70023,141229,70743,70486,141104,70663,70441,경상북도_김천시,W5S,경상북도,김천시
158907,78661,80246,160052,79239,80813,162180,80204,81976,경상북도_안동시,W5T,경상북도,안동시
416328,213720,202608,419742,215208,204534,421494,215863,205631,경상북도_구미시,W5U,경상북도,구미시
103119,51070,52049,105067,52060,53007,106801,52941,53860,경상북도_영주시,W5V,경상북도,영주시
102015,51812,50203,102470,52100,50370,101595,51453,50142,경상북도_영천시,W5W,경상북도,영천시
97228,47634,49594,100688,49378,51310,100297,49046,51251,경상북도_상주시,W5X,경상북도,상주시
71406,35000,36406,72242,35391,36851,71874,35174,36700,경상북도_문경시,,,
263728,132805,130923,263185,132616,130569,261093,131537,129556,경상북도_경산시,W5Z,경상북도,경산시
23256,11892,11364,23843,12166,11677,23919,12188,11731,경상북도_군위군,,,
51724,25265,26459,52595,25720,26875,52944,25838,27106,경상북도_의성군,W61,경상북도,의성군
25044,12482,12562,25416,12694,12722,25678,12762,12916,경상북도_청송군,,,
16692,8263,8429,16993,8419,8574,17356,8567,8789,경상북도_영양군,,,
36313,17197,19116,37361,17777,19584,38108,18103,20005,경상북도_영덕군,W64,경상북도,영덕군
42263,20775,21488,42910,21065,21845,43057,21117,21940,경상북도_청도군,,,
31361,16074,15287,32373,16548,15825,32969,16818,16151,경상북도_고령군,,,
43414,22473,20941,44015,22716,21299,44672,23011,21661,경상북도_성주군,,,
114758,59828,54930,117047,61063,55984,118828,61923,56905,경상북도_칠곡군,W68,경상북도,칠곡군
55613,27352,28261,55100,27032,28068,53274,26170,27104,경상북도_예천군,W69,경상북도,예천군
31494,15853,15641,32150,16146,16004,32843,16409,16434,경상북도_봉화군,,,
48716,24441,24275,49314,24658,24656,50036,24983,25053,경상북도_울진군,W6B,경상북도,울진군
9077,4956,4121,9617,5230,4387,9832,5328,4504,경상북도_울릉군,W6C,경상북도,울릉군
1036738,525278,511460,1044740,529262,515478,1053601,534119,519482,경상남도_창원시,W6D,경상남도,창원시
262408,133544,128864,258582,131544,127038,252896,128759,124137,경상남도_의창구,,,
214570,109642,104928,220945,112865,108080,227337,116199,111138,경상남도_성산구,,,
175716,87418,88298,177784,88457,89327,180535,89925,90610,경상남도_마산합포구,,,
191289,95938,95351,193807,97453,96354,199457,100512,98945,경상남도_마산회원구,,,
192755,98736,94019,193622,98943,94679,193376,98724,94652,경상남도_진해구,,,
348096,172107,175989,347334,171834,175500,345987,171321,174666,경상남도_진주시,W6F,경상남도,진주시
128293,64502,63791,131404,66053,65351,133720,67303,66417,경상남도_통영시,W6H,경상남도,통영시
111105,56010,55095,111925,56451,55474,113888,57394,56494,경상남도_사천시,,,
542338,274313,268025,542455,274336,268119,533672,269736,263936,경상남도_김해시,W6J,경상남도,김해시
104831,51356,53475,105552,51618,53934,106744,52161,54583,경상남도_밀양시,,,
245754,128978,116776,248276,130141,118135,250516,131003,119513,경상남도_거제시,W6L,경상남도,거제시
352229,176641,175588,350759,176114,174645,348639,175184,173455,경상남도_양산시,W6M,경상남도,양산시
26800,13140,13660,27168,13242,13926,27667,13418,14249,경상남도_의령군,W6N,경상남도,의령군
64182,32561,31621,65700,33203,32497,67025,33923,33102,경상남도_함안군,,,
61301,30452,30849,62331,31015,31316,63396,31495,31901,경상남도_창녕군,W6P,경상남도,창녕군
51361,25760,25601,52276,26208,26068,53243,26675,26568,경상남도_고성군,W6Q,경상남도,고성군
42958,20707,22251,43622,20988,22634,43990,21044,22946,경상남도_남해군,,,
44785,22364,22421,46574,23149,23425,47533,23534,23999,경상남도_하동군,W6S,경상남도,하동군
34857,17110,17747,35417,17321,18096,35952,17589,18363,경상남도_산청군,,,
39080,18853,20227,39637,19097,20540,40044,19172,20872,경상남도_함양군,,,
61502,30082,31420,62179,30345,31834,62455,30340,32115,경상남도_거창군,,,
44006,21209,22797,45204,21655,23549,45916,22001,23915,경상남도_합천군,W6W,경상남도,합천군
492466,246588,245878,489405,245533,243872,485946,243974,241972,제주특별자치도_제주시,W6X,제주특별자치도,제주시
182169,92021,90148,181584,91812,89772,181245,91745,89500,제주특별자치도_서귀포시,W6Y,제주특별자치도,서귀포시
,,,,,,,,,경기도_수원시장안구,W23,경기도,수원시장안구
,,,,,,,,,경기도_수원시권선구,W24,경기도,수원시권선구
,,,,,,,,,경기도_수원시팔달구,W25,경기도,수원시팔달구
,,,,,,,,,경기도_수원시영통구,W26,경기도,수원시영통구
,,,,,,,,,경기도_성남시수정구,W27,경기도,성남시수정구
,,,,,,,,,경기도_성남시중원구,W28,경기도,성남시중원구
,,,,,,,,,경기도_성남시분당구,W29,경기도,성남시분당구
